OMC_FLYWHEEL_TABLE,OMC_FLYWHEEL_COLUMN,FUNCTION_DESCRIPTION,OPUS_COLUMN,ELEMENT_NUMBER
IBE_04_A,ibe8463,Home Market Value Deciles - Estimated (Real Property data only),IBE8463,8463
IBE_04_A,ibe8487,Political Party - 1st Person in Household,IBE8487,8487
IBE_04_A,ibe8496,Political Party - 2nd Person in Household,IBE8496,8496
IBE_04_A,ibe8505,Political Party - 3rd Person in Household,IBE8505,8505
IBE_04_A,ibe8514,Political Party - 4th Person in Household,IBE8514,8514
IBE_04_A,ibe8523,Political Party - 5th Person in Household,IBE8523,8523
IBE_04_A,ibe8531,Political Party - Person,IBE8531,8531
IBE_04_B,ibe8557,Home Assessed Value - Ranges (Real Property data only),IBE8557,8557
IBE_04_B,ibe8558,Fips County Code (Real Property data only),IBE8558,8558
IBE_04_B,ibe8559,Fips State Code (Real Property data only),IBE8559,8559
IBE_04_B,ibe8560,Home Heat Source (Real Property data only),IBE8560,8560
IBE_04_B,ibe8561,Home Purchase Amount - Ranges (Real Property data only),IBE8561,8561
IBE_04_B,ibe8564,Home Lender Name 1 - Original (Real Property data only),IBE8564,8564
IBE_04_B,ibe8565,Home Lender Name 2 - Original (Real Property data only),IBE8565,8565
IBE_04_B,ibe8566,Home Lender Name 3 - Original (Real Property data only),IBE8566,8566
IBE_04_B,ibe8567,Home Loan Amount 1 - Original Ranges (Real Property data only),IBE8567,8567
IBE_04_B,ibe8568,Home Loan Amount 2 - Original Ranges (Real Property data only),IBE8568,8568
IBE_04_B,ibe8569,Home Loan Amount 3 - Original Ranges (Real Property data only),IBE8569,8569
IBE_04_B,ibe8571,Home Loan Type 2 (Real Property data only),IBE8571,8571
IBE_04_B,ibe8573,Home Loan Interest Rate Type 2 (Real Property data only),IBE8573,8573
IBE_04_B,ibe8574,Home Loan Interest Rate Type 3 (Real Property data only),IBE8574,8574
IBE_04_B,ibe8576,Home Loan Transaction Type 2 (Real Property data only),IBE8576,8576
IBE_05,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_05,ibe8578,Home Owner (Real Property data only),IBE8578,8578
IBE_05,ibe8580,Home Purchase Year (Real Property data only),IBE8580,8580
IBE_05,ibe8581,Home Property Type Detail (Real Property data only),IBE8581,8581
IBE_05,ibe8582,Home Length of Residence - Ranges (Real Property data only),IBE8582,8582
IBE_05,ibe8583,Home Market Value - Estimated - Premier Ranges (Real Property data only),IBE8583,8583
IBE_05,ibe8584,Home Loan-to-Value - Estimated - Ranges (Real Property data only),IBE8584,8584
IBE_05,ibe8585,Home Equity Available - Estimated - Ranges (Real Property data only),IBE8585,8585
IBE_05,ibe8586,Home Equity Lendable - Estimated - Ranges (Real Property data only),IBE8586,8586
IBE_05,ibe8587,Investor - Real Estate (Real Property data only),IBE8587,8587
IBE_05,ibe8589,Home Lot Square Footage - Actual (Real Property data only),IBE8589,8589
IBE_05,ibe8590_01,Home Owners Insurance Expiration Date (Real Property data only) - Loan Month,IBE8590_01,8590_01
IBE_05,ibe8590_02,Home Owners Insurance Expiration Date (Real Property data only) - Purchase Date,IBE8590_02,8590_02
IBE_05,ibe8594,Home Assessor Parcel Number (Real Property data only),IBE8594,8594
IBE_05,ibe8597,Home Bedroom Count (Real Property data only),IBE8597,8597
IBE_05,ibe8600_01,Adult Age Ranges Present - 18 to 24 Male,IBE8600_01,8600_01
IBE_05,ibe8600_02,Adult Age Ranges Present - 18 to 24 Female,IBE8600_02,8600_02
IBE_05,ibe8600_03,Adult Age Ranges Present - 18 to 24 Unknown Gender,IBE8600_03,8600_03
IBE_05,ibe8600_04,Adult Age Ranges Present - 25 to 34 Male,IBE8600_04,8600_04
IBE_05,ibe8600_05,Adult Age Ranges Present - 25 to 34 Female,IBE8600_05,8600_05
IBE_05,ibe8600_06,Adult Age Ranges Present - 25 to 34 Unknown Gender,IBE8600_06,8600_06
IBE_05,ibe8600_07,Adult Age Ranges Present - 35 to 44 Male,IBE8600_07,8600_07
IBE_05,ibe8600_08,Adult Age Ranges Present - 35 to 44 Female,IBE8600_08,8600_08
IBE_05,ibe8600_09,Adult Age Ranges Present - 35 to 44 Unknown Gender,IBE8600_09,8600_09
IBE_05,ibe8600_10,Adult Age Ranges Present - 45 to 54 Male,IBE8600_10,8600_10
IBE_05,ibe8600_11,Adult Age Ranges Present - 45 to 54 Female,IBE8600_11,8600_11
IBE_05,ibe8600_12,Adult Age Ranges Present - 45 to 54 Unknown Gender,IBE8600_12,8600_12
IBE_05,ibe8600_13,Adult Age Ranges Present - 55 to 64 Male,IBE8600_13,8600_13
IBE_05,ibe8600_14,Adult Age Ranges Present - 55 to 64 Female,IBE8600_14,8600_14
IBE_05,ibe8600_15,Adult Age Ranges Present - 55 to 64 Unknown Gender,IBE8600_15,8600_15
IBE_05,ibe8600_16,Adult Age Ranges Present - 65 to 74 Male,IBE8600_16,8600_16
IBE_05,ibe8600_17,Adult Age Ranges Present - 65 to 74 Female,IBE8600_17,8600_17
IBE_05,ibe8600_18,Adult Age Ranges Present - 65 to 74 Unknown Gender,IBE8600_18,8600_18
IBE_05,ibe8600_19,Adult Age Ranges Present - 75 and over Male,IBE8600_19,8600_19
IBE_05,ibe8600_20,Adult Age Ranges Present - 75 and over Female,IBE8600_20,8600_20
IBE_05,ibe8600_21,Adult Age Ranges Present - 75 and over Unknown Gender,IBE8600_21,8600_21
IBE_05,ibe8601_01,Children's Age Ranges - 00 to 02 Male,IBE8601_01,8601_01
IBE_05,ibe8601_02,Children's Age Ranges - 00 to 02 Female,IBE8601_02,8601_02
IBE_05,ibe8601_03,Children's Age Ranges - 00 to 02 Unknown Gender,IBE8601_03,8601_03
IBE_05,ibe8601_04,Children's Age Ranges - 03 to 05 Male,IBE8601_04,8601_04
IBE_05,ibe8601_05,Children's Age Ranges - 03 to 05 Female,IBE8601_05,8601_05
IBE_05,ibe8601_06,Children's Age Ranges - 03 to 05 Unknown Gender,IBE8601_06,8601_06
IBE_05,ibe8601_07,Children's Age Ranges - 06 to 10 Male,IBE8601_07,8601_07
IBE_05,ibe8601_08,Children's Age Ranges - 06 to 10 Female,IBE8601_08,8601_08
IBE_05,ibe8601_09,Children's Age Ranges - 06 to 10 Unknown Gender,IBE8601_09,8601_09
IBE_05,ibe8601_10,Children's Age Ranges - 11 to 15 Male,IBE8601_10,8601_10
IBE_05,ibe8601_11,Children's Age Ranges - 11 to 15 Female,IBE8601_11,8601_11
IBE_05,ibe8601_12,Children's Age Ranges - 11 to 15 Unknown Gender,IBE8601_12,8601_12
IBE_05,ibe8601_13,Children's Age Ranges - 16 to 17 Male,IBE8601_13,8601_13
IBE_05,ibe8601_14,Children's Age Ranges - 16 to 17 Female,IBE8601_14,8601_14
IBE_05,ibe8601_15,Children's Age Ranges - 16 to 17 Unknown Gender,IBE8601_15,8601_15
IBE_05,ibe8602,Number of Children,IBE8602,8602
IBE_05,ibe8603_01,Children's Age - 1 Year Increments - Less Than Age 01,IBE8603_01,8603_01
IBE_05,ibe8603_02,Children's Age - 1 Year Increments - Age 01,IBE8603_02,8603_02
IBE_05,ibe8603_03,Children's Age - 1 Year Increments - Age 02,IBE8603_03,8603_03
IBE_05,ibe8603_04,Children's Age - 1 Year Increments - Age 03,IBE8603_04,8603_04
IBE_05,ibe8603_05,Children's Age - 1 Year Increments - Age 04,IBE8603_05,8603_05
IBE_05,ibe8603_06,Children's Age - 1 Year Increments - Age 05,IBE8603_06,8603_06
IBE_05,ibe8603_07,Children's Age - 1 Year Increments - Age 06,IBE8603_07,8603_07
IBE_05,ibe8603_08,Children's Age - 1 Year Increments - Age 07,IBE8603_08,8603_08
IBE_05,ibe8603_09,Children's Age - 1 Year Increments - Age 08,IBE8603_09,8603_09
IBE_05,ibe8603_10,Children's Age - 1 Year Increments - Age 09,IBE8603_10,8603_10
IBE_05,ibe8603_11,Children's Age - 1 Year Increments - Age 10,IBE8603_11,8603_11
IBE_05,ibe8603_12,Children's Age - 1 Year Increments - Age 11,IBE8603_12,8603_12
IBE_05,ibe8603_13,Children's Age - 1 Year Increments - Age 12,IBE8603_13,8603_13
IBE_05,ibe8603_14,Children's Age - 1 Year Increments - Age 13,IBE8603_14,8603_14
IBE_05,ibe8603_15,Children's Age - 1 Year Increments - Age 14,IBE8603_15,8603_15
IBE_05,ibe8603_16,Children's Age - 1 Year Increments - Age 15,IBE8603_16,8603_16
IBE_05,ibe8603_17,Children's Age - 1 Year Increments - Age 16,IBE8603_17,8603_17
IBE_05,ibe8603_18,Children's Age - 1 Year Increments - Age 17,IBE8603_18,8603_18
IBE_05,ibe8603_19,Children's Age - 1 Year Increments - Age 18,IBE8603_19,8603_19
IBE_05,ibe8604,Occupation - 1st Person in Household,IBE8604,8604
IBE_05,ibe8605,Occupation - 2nd Person in Household,IBE8605,8605
IBE_05,ibe8607,Home Length of Residence,IBE8607,8607
IBE_05,ibe8608,Dwelling Type,IBE8608,8608
IBE_05,ibe8609,Marital Status in the Household,IBE8609,8609
IBE_05,ibe8614,Base Record Verification Date,IBE8614,8614
IBE_05,ibe8615,Mail Order Buyer,IBE8615,8615
IBE_05,ibe8616,Age in Two-Year Increments - 1st Person in Household,IBE8616,8616
IBE_05,ibe8617,Age in Two-Year Increments - 2nd Person in Household,IBE8617,8617
IBE_05,ibe8619,Woman in the Workplace,IBE8619,8619
IBE_05,ibe8620,Mail Order Responder,IBE8620,8620
IBE_05,ibe8621_01,Credit Card Indicator - Bank Card,IBE8621_01,8621_01
IBE_05,ibe8621_02,Credit Card Indicator - Gas Department Retail,IBE8621_02,8621_02
IBE_05,ibe8621_03,Credit Card Indicator - Travel and Entertainment,IBE8621_03,8621_03
IBE_05,ibe8621_04,Credit Card Indicator - Unknown Type,IBE8621_04,8621_04
IBE_05,ibe8621_05,Credit Card Indicator - Premium,IBE8621_05,8621_05
IBE_05,ibe8621_06,Credit Card Indicator - Upscale Department Store,IBE8621_06,8621_06
IBE_05,ibe8622,Presence of Children,IBE8622,8622
IBE_05,ibe8624_01,Date of Birth - Person Default to 1st Person in Household (YYYY/MM),IBE8624_01,8624_01
IBE_05,ibe8624_02,Date of Birth - Person Default to 1st Person in Household (YYYY/MM) - Precision Level,IBE8624_02,8624_02
IBE_05,ibe8625,Home Property Type,IBE8625,8625
IBE_05,ibe8626,Age in Two-Year Increments - Person,IBE8626,8626
IBE_05,ibe8627_01,Age - Person Default to 1st Person in Household,IBE8627_01,8627_01
IBE_05,ibe8627_02,Age - Person Default to 1st Person in Household - Precision Level,IBE8627_02,8627_02
IBE_05_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_05_A,ibe8628,Number of Adults,IBE8628,8628
IBE_05_A,ibe8629,Household Size,IBE8629,8629
IBE_05_A,ibe8630,PC Owner,IBE8630,8630
IBE_05_A,ibe8631,Marital Status - Person,IBE8631,8631
IBE_05_A,ibe8637,Occupation - Person,IBE8637,8637
IBE_05_A,ibe8641,Income - Estimated Household - Broad Ranges,IBE8641,8641
IBE_05_A,ibe8643,Home Purchase Date (YYYY/MM),IBE8643,8643
IBE_05_A,ibe8644,Home Purchase Year (YYYY),IBE8644,8644
IBE_05_A,ibe8645,Home Purchase Month (MM),IBE8645,8645
IBE_05_A,ibe8646,Vehicle - New Car Buyer,IBE8646,8646
IBE_05_A,ibe8647,Vehicle - Known Owned Number,IBE8647,8647
IBE_05_A,ibe8652,Generations in Household,IBE8652,8652
IBE_05_A,ibe8653,Online Purchasing Indicator,IBE8653,8653
IBE_05_A,ibe8663,Home Equity Available - Estimated - Ranges,IBE8663,8663
IBE_05_A,ibe8667,Occupation - 3rd Person in Household,IBE8667,8667
IBE_05_A,ibe8668,Occupation - 4th Person in Household,IBE8668,8668
IBE_05_A,ibe8669,Occupation - 5th Person in Household,IBE8669,8669
IBE_05_A,ibe8671,Income - Estimated Household - Narrow Ranges,IBE8671,8671
IBE_05_A,ibe8680,Young Adult in Household,IBE8680,8680
IBE_05_A,ibe8682,Age in Two-Year Increments - 3rd Person in Household,IBE8682,8682
IBE_05_A,ibe8686,Age in Two-Year Increments - 4th Person in Household,IBE8686,8686
IBE_05_A,ibe8688,Gender - Person,IBE8688,8688
IBE_05_A,ibe8690,Age in Two-Year Increments - 5th Person in Household,IBE8690,8690
IBE_05_A,ibe8692,Senior Adult in Household,IBE8692,8692
IBE_05_A,ibe8693,Credit Card User,IBE8693,8693
IBE_05_A,ibe8702,Home Loan Amount - Original - Actual (Real Property data only),IBE8702,8702
IBE_05_A,ibe8703,Home Loan Transaction Type 3 (Real Property data only),IBE8703,8703
IBE_05_A,ibe8704,Home Loan-to-Value - Estimated - Actual (Real Property data only),IBE8704,8704
IBE_05_A,ibe8706,Home Equity Lendable - Estimated - Actual (Real Property data only),IBE8706,8706
IBE_05_A,ibe8707,Home Equity Available - Estimated - Actual (Real Property data only),IBE8707,8707
IBE_05_A,ibe8713,Home Assessed Value - Actual (Real Property data only),IBE8713,8713
IBE_05_A,ibe8747,Home Loan Amount 2 - Original - Actual (Real Property data only),IBE8747,8747
IBE_05_A,ibe8748,Home Loan Amount 3 - Original - Actual (Real Property data only),IBE8748,8748
IBE_05_A,ibe8749,Home Owner Type (Real Property data only),IBE8749,8749
IBE_05_A,ibe8763,Home Year Built,IBE8763,8763
IBE_05_A,ibe8808,Credit Card - New Issue,IBE8808,8808
IBE_05_A,ibe8815,Bank Card - Presence in Household,IBE8815,8815
IBE_05_A,ibe8816,Number of Lines of Credit (Trade Counter),IBE8816,8816
IBE_05_A,ibe8836,Credit - Range of New Credit,IBE8836,8836
IBE_05_A,ibe8840,Home Lender Standardization Code 1 (Real Property data only),IBE8840,8840
IBE_05_A,ibe8841,Home Lender Standardization Code 2 (Real Property data only),IBE8841,8841
IBE_05_A,ibe8842,Home Lender Standardization Code 3 (Real Property data only),IBE8842,8842
IBE_05_A,ibe8847,Home Line of Credit 2 (Real Property data only),IBE8847,8847
IBE_05_A,ibe8848,Home Line of Credit 3 (Real Property data only),IBE8848,8848
IBE_05_A,ibe8850,Home Market Value - Estimated - Quality Indicator (Real Property data only),IBE8850,8850
IBE_05_A,ibe9040,Vehicle - Make Code - 1st Vehicle (numerical format),IBE9040,9040
IBE_05_A,ibe9041,Vehicle - Model Code - 1st Vehicle (numerical format),IBE9041,9041
IBE_05_A,ibe9042,Vehicle - Year - 1st Vehicle,IBE9042,9042
IBE_05_A,ibe9043,Vehicle - Make Code - 1st Vehicle (alpha format),IBE9043,9043
IBE_05_A,ibe9044,Vehicle - Model Code - 1st Vehicle (alpha format),IBE9044,9044
IBE_05_A,ibe9047,Vehicle - Verification Date - 1st Vehicle,IBE9047,9047
IBE_05_A,ibe9050,Vehicle - Make Code - 2nd Vehicle (numerical format),IBE9050,9050
IBE_05_A,ibe9051,Vehicle - Model Code - 2nd Vehicle (numerical format),IBE9051,9051
IBE_05_A,ibe9052,Vehicle - Year - 2nd Vehicle,IBE9052,9052
IBE_05_A,ibe9053,Vehicle - Make Code - 2nd Vehicle (alpha format),IBE9053,9053
IBE_05_A,ibe9054,Vehicle - Model Code - 2nd Vehicle (alpha format),IBE9054,9054
IBE_05_A,ibe9057,Vehicle - Verification Date - 2nd Vehicle,IBE9057,9057
IBE_05_A,ibe9103,Multiple Surnames Indicator,IBE9103,9103
IBE_05_A,ibe9150_01,Credit Card - Frequency of Purchase - 00 to 03 Months,IBE9150_01,9150_01
IBE_05_A,ibe9150_02,Credit Card - Frequency of Purchase - 04 to 06 Months,IBE9150_02,9150_02
IBE_05_A,ibe9150_03,Credit Card - Frequency of Purchase - 07 to 09 Months,IBE9150_03,9150_03
IBE_05_A,ibe9150_04,Credit Card - Frequency of Purchase - 10 to 12 Months,IBE9150_04,9150_04
IBE_05_A,ibe9150_05,Credit Card - Frequency of Purchase - 13 to 18 Months,IBE9150_05,9150_05
IBE_05_A,ibe9150_06,Credit Card - Frequency of Purchase - 19 to 24 Months,IBE9150_06,9150_06
IBE_05_A,ibe9150_07,Credit Card - Frequency of Purchase - More than 24 Months,IBE9150_07,9150_07
IBE_05_A,ibe9152,Retail Activity - Date of Last (YYYY/MM/DD),IBE9152,9152
IBE_05_A,ibe9153_01,Retail Purchases - Categories - Membership Warehouse,IBE9153_01,9153_01
IBE_05_A,ibe9153_02,Retail Purchases - Categories - Catalog Showroom,IBE9153_02,9153_02
IBE_05_A,ibe9153_03,Retail Purchases - Categories - Main Street,IBE9153_03,9153_03
IBE_05_A,ibe9153_04,Retail Purchases - Categories - Big Box,IBE9153_04,9153_04
IBE_05_A,ibe9153_05,Retail Purchases - Categories - General,IBE9153_05,9153_05
IBE_05_A,ibe9153_06,Retail Purchases - Categories - Specialty Sporting Goods,IBE9153_06,9153_06
IBE_05_A,ibe9153_07,Retail Purchases - Categories - Specialty Apparel,IBE9153_07,9153_07
IBE_05_A,ibe9153_08,Retail Purchases - Categories - Specialty Other,IBE9153_08,9153_08
IBE_05_A,ibe9153_09,Retail Purchases - Categories - Specialty Computer and Electronics,IBE9153_09,9153_09
IBE_05_A,ibe9153_10,Retail Purchases - Categories - Specialty Furniture Buyers,IBE9153_10,9153_10
IBE_05_A,ibe9153_11,Retail Purchases - Categories - Specialty Home Office Supply,IBE9153_11,9153_11
IBE_05_A,ibe9153_12,Retail Purchases - Categories - Specialty Home Improvement,IBE9153_12,9153_12
IBE_05_A,ibe9153_13,Retail Purchases - Categories - Upscale High End,IBE9153_13,9153_13
IBE_05_A,ibe9153_14,Retail Purchases - Categories - Upscale Travel and Personal Services,IBE9153_14,9153_14
IBE_06,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_06,ibe1260_01,Race Code (Low Detail) - Geo-Aggregated,IBE1260_01,1260_01
IBE_06,ibe1260_02,Race Code (Low Detail) - Geo-Aggregated - Precision Level,IBE1260_02,1260_02
IBE_06,ibe9153_15,Retail Purchases - Categories - Financial Services Banking,IBE9153_15,9153_15
IBE_06,ibe9153_16,Retail Purchases - Categories - Financial Services Credit Installment,IBE9153_16,9153_16
IBE_06,ibe9153_17,Retail Purchases - Categories - Oil Company,IBE9153_17,9153_17
IBE_06,ibe9153_18,Retail Purchases - Categories - Financial Services Insurance,IBE9153_18,9153_18
IBE_06,ibe9153_19,Retail Purchases - Categories - TV Mail Order Purchases,IBE9153_19,9153_19
IBE_06,ibe9153_20,Retail Purchases - Categories - Grocery,IBE9153_20,9153_20
IBE_06,ibe9153_21,Retail Purchases - Categories - Other,IBE9153_21,9153_21
IBE_06,ibe9154,Retail Purchases - Most Frequent Category,IBE9154,9154
IBE_06,ibe9156_01,Retail Purchase Activity Date and Category 1 - Date,IBE9156_01,9156_01
IBE_06,ibe9156_02,Retail Purchase Activity Date and Category 1 - Category,IBE9156_02,9156_02
IBE_06,ibe9157_01,Retail Purchase Activity Date and Category 2 - Date,IBE9157_01,9157_01
IBE_06,ibe9157_02,Retail Purchase Activity Date and Category 2 - Category,IBE9157_02,9157_02
IBE_06,ibe9158_01,Retail Purchase Activity Date and Category 3 - Date,IBE9158_01,9158_01
IBE_06,ibe9158_02,Retail Purchase Activity Date and Category 3 - Category,IBE9158_02,9158_02
IBE_06,ibe9159_01,Retail Purchase Activity Date and Category 4 - Date,IBE9159_01,9159_01
IBE_06,ibe9159_02,Retail Purchase Activity Date and Category 4 - Category,IBE9159_02,9159_02
IBE_06,ibe9160_01,Retail Purchase Activity Date and Category 5 - Date,IBE9160_01,9160_01
IBE_06,ibe9160_02,Retail Purchase Activity Date and Category 5 - Category,IBE9160_02,9160_02
IBE_06,ibe9180,Vehicle Type - Vehicle 1,IBE9180,9180
IBE_06,ibe9181,Vehicle Type - Vehicle 2,IBE9181,9181
IBE_06,ibe9201,Major Milestone Indicator - New Parent,IBE9201,9201
IBE_06,ibe9202,Major Milestone Indicator - College Student,IBE9202,9202
IBE_06,ibe9203,Major Milestone Indicator - New Mover,IBE9203,9203
IBE_06,ibe9204,Major Milestone Indicator - New Borrower,IBE9204,9204
IBE_06,ibe9205,Major Milestone Indicator - New Homeowner,IBE9205,9205
IBE_06,ibe9350,Economic Stability Indicator,IBE9350,9350
IBE_06,ibe9351,Underbanked,IBE9351,9351
IBE_06,ibe9355,Net Worth Ultra Affluent,IBE9355,9355
IBE_06,ibe9356,Net Worth Gold,IBE9356,9356
IBE_06,ibe9358,Heavy Transactors (Financial),IBE9358,9358
IBE_06,ibe9509,Education - 1st Person in Household,IBE9509,9509
IBE_06,ibe9510,Education - 2nd Person in Household,IBE9510,9510
IBE_06,ibe9511,Education - 3rd Person in Household,IBE9511,9511
IBE_06,ibe9512,Education - 4th Person in Household,IBE9512,9512
IBE_06,ibe9513,Education - 5th Person in Household,IBE9513,9513
IBE_06,ibe9514,Education - Person,IBE9514,9514
IBE_06,ibe9515,Gender - 1st Person in Household,IBE9515,9515
IBE_06,ibe9516,Gender - 2nd Person in Household,IBE9516,9516
IBE_06,ibe9517,Gender - 3rd Person in Household,IBE9517,9517
IBE_06,ibe9518,Gender - 4th Person in Household,IBE9518,9518
IBE_06,ibe9519,Gender - 5th Person in Household,IBE9519,9519
IBE_06,ibe9528,Race Code - 1st Person in Household,IBE9528,9528
IBE_06,ibe9529,Race Code - 2nd Person in Household,IBE9529,9529
IBE_06,ibe9533,Race Code - Person,IBE9533,9533
IBE_06,ibe9549,Education Detail - Person,IBE9549,9549
IBE_06,ibe9557,Suppression - Mail - DMA,IBE9557,9557
IBE_06,ibe9587,Vehicle - Classic Car Owner,IBE9587,9587
IBE_06,ibe9588_01,Auto Policy Renewal - 01 January,IBE9588_01,9588_01
IBE_06,ibe9588_02,Auto Policy Renewal - 02 February,IBE9588_02,9588_02
IBE_06,ibe9588_03,Auto Policy Renewal - 03 March,IBE9588_03,9588_03
IBE_06,ibe9588_04,Auto Policy Renewal - 04 April,IBE9588_04,9588_04
IBE_06,ibe9588_05,Auto Policy Renewal - 05 May,IBE9588_05,9588_05
IBE_06,ibe9588_06,Auto Policy Renewal - 06 June,IBE9588_06,9588_06
IBE_06,ibe9588_07,Auto Policy Renewal - 07 July,IBE9588_07,9588_07
IBE_06,ibe9588_08,Auto Policy Renewal - 08 August,IBE9588_08,9588_08
IBE_06,ibe9588_09,Auto Policy Renewal - 09 September,IBE9588_09,9588_09
IBE_06,ibe9588_10,Auto Policy Renewal - 10 October,IBE9588_10,9588_10
IBE_06,ibe9588_11,Auto Policy Renewal - 11 November,IBE9588_11,9588_11
IBE_06,ibe9588_12,Auto Policy Renewal - 12 December,IBE9588_12,9588_12
IBE_06_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
IBE_06_A,ibe9600_01,Adult Age Ranges Present - 18 to 24 Male - Plus,IBE9600_01,9600_01
IBE_06_A,ibe9600_02,Adult Age Ranges Present - 18 to 24 Female - Plus,IBE9600_02,9600_02
IBE_06_A,ibe9600_03,Adult Age Ranges Present - 18 to 24 Unknown Gender - Plus,IBE9600_03,9600_03
IBE_06_A,ibe9600_04,Adult Age Ranges Present - 25 to 34 Male - Plus,IBE9600_04,9600_04
IBE_06_A,ibe9600_05,Adult Age Ranges Present - 25 to 34 Female - Plus,IBE9600_05,9600_05
IBE_06_A,ibe9600_06,Adult Age Ranges Present - 25 to 34 Unknown Gender - Plus,IBE9600_06,9600_06
IBE_06_A,ibe9600_07,Adult Age Ranges Present - 35 to 44 Male - Plus,IBE9600_07,9600_07
IBE_06_A,ibe9600_08,Adult Age Ranges Present - 35 to 44 Female - Plus,IBE9600_08,9600_08
IBE_06_A,ibe9600_09,Adult Age Ranges Present - 35 to 44 Unknown Gender - Plus,IBE9600_09,9600_09
IBE_06_A,ibe9600_10,Adult Age Ranges Present - 45 to 54 Male - Plus,IBE9600_10,9600_10
IBE_06_A,ibe9600_11,Adult Age Ranges Present - 45 to 54 Female - Plus,IBE9600_11,9600_11
IBE_06_A,ibe9600_12,Adult Age Ranges Present - 45 to 54 Unknown Gender - Plus,IBE9600_12,9600_12
IBE_06_A,ibe9600_13,Adult Age Ranges Present - 55 to 64 Male - Plus,IBE9600_13,9600_13
IBE_06_A,ibe9600_14,Adult Age Ranges Present - 55 to 64 Female - Plus,IBE9600_14,9600_14
IBE_06_A,ibe9600_15,Adult Age Ranges Present - 55 to 64 Unknown Gender - Plus,IBE9600_15,9600_15
IBE_06_A,ibe9600_16,Adult Age Ranges Present - 65 to 74 Male - Plus,IBE9600_16,9600_16
IBE_06_A,ibe9600_17,Adult Age Ranges Present - 65 to 74 Female - Plus,IBE9600_17,9600_17
IBE_06_A,ibe9600_18,Adult Age Ranges Present - 65 to 74 Unknown Gender - Plus,IBE9600_18,9600_18
IBE_06_A,ibe9600_19,Adult Age Ranges Present - 75 and over Male - Plus,IBE9600_19,9600_19
IBE_06_A,ibe9600_20,Adult Age Ranges Present - 75 and over Female - Plus,IBE9600_20,9600_20
IBE_06_A,ibe9600_21,Adult Age Ranges Present - 75 and over Unknown Gender - Plus,IBE9600_21,9600_21
IBE_06_A,ibe9601_01,Children's Age Ranges - 00 to 02 Male - Plus,IBE9601_01,9601_01
IBE_06_A,ibe9601_02,Children's Age Ranges - 00 to 02 Female - Plus,IBE9601_02,9601_02
IBE_06_A,ibe9601_03,Children's Age Ranges - 00 to 02 Unknown Gender - Plus,IBE9601_03,9601_03
IBE_06_A,ibe9601_04,Children's Age Ranges - 03 to 05 Male - Plus,IBE9601_04,9601_04
IBE_06_A,ibe9601_05,Children's Age Ranges - 03 to 05 Female - Plus,IBE9601_05,9601_05
IBE_06_A,ibe9601_06,Children's Age Ranges - 03 to 05 Unknown Gender - Plus,IBE9601_06,9601_06
IBE_06_A,ibe9601_07,Children's Age Ranges - 06 to 10 Male - Plus,IBE9601_07,9601_07
IBE_06_A,ibe9601_08,Children's Age Ranges - 06 to 10 Female - Plus,IBE9601_08,9601_08
IBE_06_A,ibe9601_09,Children's Age Ranges - 06 to 10 Unknown Gender - Plus,IBE9601_09,9601_09
IBE_06_A,ibe9601_10,Children's Age Ranges - 11 to 15 Male - Plus,IBE9601_10,9601_10
IBE_06_A,ibe9601_11,Children's Age Ranges - 11 to 15 Female - Plus,IBE9601_11,9601_11
IBE_06_A,ibe9601_12,Children's Age Ranges - 11 to 15 Unknown Gender - Plus,IBE9601_12,9601_12
IBE_06_A,ibe9601_13,Children's Age Ranges - 16 to 17 Male - Plus,IBE9601_13,9601_13
IBE_06_A,ibe9601_14,Children's Age Ranges - 16 to 17 Female - Plus,IBE9601_14,9601_14
IBE_06_A,ibe9601_15,Children's Age Ranges - 16 to 17 Unknown Gender - Plus,IBE9601_15,9601_15
IBE_06_A,ibe9602,Number of Children - Plus,IBE9602,9602
IBE_06_A,ibe9606,Home Owner / Renter - Plus,IBE9606,9606
IBE_06_A,ibe9607,Home Length of Residence - Plus,IBE9607,9607
IBE_06_A,ibe9609,Marital Status - Plus,IBE9609,9609
IBE_06_A,ibe9616,Age in Two-Year Increments - 1st Person in Household - Plus,IBE9616,9616
IBE_06_A,ibe9622,Presence of Children - Plus,IBE9622,9622
IBE_06_A,ibe9628,Number of Adults - Plus,IBE9628,9628
IBE_06_A,ibe9629,Household Size - Plus,IBE9629,9629
IBE_06_A,ibe9641,Income - Estimated Household - Broad Ranges - Plus,IBE9641,9641
IBE_06_A,ibe9650,Education - 1st Person in Household - Plus,IBE9650,9650
IBE_06_A,ibe9671,Income - Estimated Household - Narrow Ranges - Plus,IBE9671,9671
IBE_06_A,ibe9751,Home Length of Residence - Actual (Real Property data only),IBE9751,9751
IBE_06_A,ibe9752,Home Loan Type 3 (Real Property data only),IBE9752,9752
IBE_06_A,ibe9780,Email Available Indicator,IBE9780,9780
